日期,s0050,s0056,s00632R,s00878,s1101,s1102,s1216,s1301,s1303,s1326,s1402,s1476,s1590,s1605,s1722,s1802,s2002,s2059,s2105,s2201,s2204,s2207,s2227,s2301,s2303,s2308,s2317,s2323,s2324,s2327,s2330,s2337,s2344,s2345,s2347,s2349,s2352,s2353,s2354,s2356,s2357,s2363,s2371,s2377,s2379,s2382,s2383,s2388,s2395,s2401,s2408,s2409,s2412,s2448,s2454,s2474,s2492,s2498,s2603,s2609,s2610,s2615,s2618,s2633,s2801,s2823,s2880,s2881,s2882,s2883,s2884,s2885,s2886,s2887,s2888,s2890,s2891,s2892,s2912,s3008,s3017,s3034,s3037,s3045,s3231,s3481,s3661,s3663,s3673,s3711,s4904,s4938,s5871,s5876,s5880,s6116,s6239,s6415,s6446,s6505,s6669,s6770,s6919,s8046,s8454,s9904,s9910
2020-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-10,0.2662666666666678,0.21096666666666586,0.125,,0.3152166666666674,0.5792333333333346,0.7675333333333327,1.096633333333332,0.617549999999999,0.9098166666666666,0.2529833333333335,6.728949999999988,25.83463333333333,0.22160000000000016,0.4371666666666651,0.12050000000000012,0.17679999999999949,6.489450000000005,0.3959333333333319,0.4035166666666665,0.1845166666666671,17.021366666666665,2.0457999999999905,0.3609166666666681,0.2691833333333336,3.4180833333333402,1.4743833333333356,0.20328333333333326,0.1266999999999999,5.722799999999999,6.5927333333333324,1.2393166666666673,0.5998000000000001,6.053600000000007,0.2965333333333344,0.27749999999999986,0.30148333333333355,0.16383333333333341,0.7361999999999979,0.19581666666666683,2.265450000000006,0.231,0.3912500000000006,1.4082166666666704,7.16598333333333,0.9054166666666674,4.249133333333333,0.9305833333333334,3.584649999999987,0.2766666666666664,2.5208166666666636,0.2741833333333326,0.7968500000000039,1.0583333333333336,9.70348333333333,4.5436833333333295,12.65843333333334,0.8916666666666669,0.26401666666666657,0.0386166666666666,0.045716666666666406,0.19135000000000021,0.11216666666666668,0.6549833333333327,0.15103333333333305,0.2535166666666668,0.1085166666666657,0.2522000000000008,0.24281666666666743,0.06943333333333361,0.1398999999999996,0.1460000000000008,0.14601666666666682,0.0712833333333333,0.11881666666666657,0.09395000000000042,0.16206666666666672,0.15763333333333365,1.9823166666666718,148.36793333333335,0.9807166666666672,5.128750000000001,1.1326166666666673,1.0398499999999988,0.3649333333333325,0.27203333333333335,11.408216666666661,0.33865000000000006,1.3941500000000009,1.7289833333333344,0.4614833333333337,1.1237833333333331,1.8892666666666642,0.5033833333333343,0.09141666666666677,0.18836666666666643,2.629399999999999,13.309950000000006,4.337866666666666,2.5377500000000026,25.293566666666663,,,1.2509166666666651,1.0367000000000104,0.32185000000000014,2.100599999999998
2020-01-13,0.23515000000000086,0.1863333333333331,0.11333333333333329,,0.30948333333333444,0.43585000000000207,0.7939999999999993,0.9248833333333314,0.7095333333333329,0.828349999999998,0.2656333333333336,6.728933333333326,28.155999999999995,0.18128333333333332,0.38494999999999874,0.12051666666666676,0.17679999999999949,7.160783333333342,0.43618333333333226,0.38108333333333394,0.17875000000000085,17.162050000000004,2.0457999999999905,0.3550000000000016,0.23926666666666682,3.490800000000005,1.4352333333333362,0.17968333333333333,0.12670000000000017,4.847983333333334,5.629750000000001,1.1099500000000007,0.5772999999999998,5.315366666666672,0.255016666666668,0.2374166666666667,0.2943000000000004,0.1577666666666667,0.7084166666666647,0.18950000000000009,2.2654666666666734,0.1636666666666667,0.43916666666666754,1.319416666666669,7.228849999999994,0.9530833333333332,3.9008499999999984,1.0750000000000004,3.7041166666666547,0.26938333333333314,2.375933333333329,0.2874499999999995,0.8632500000000031,1.0,8.579300000000009,4.543699999999997,11.413350000000008,0.9416666666666652,0.2354666666666665,0.03531666666666652,0.04276666666666632,0.18631666666666677,0.13320000000000012,0.5929333333333323,0.16311666666666605,0.2535166666666668,0.12056666666666575,0.2620833333333336,0.3113000000000004,0.07446666666666675,0.1721833333333329,0.15160000000000048,0.21903333333333327,0.07676666666666687,0.11881666666666657,0.09395000000000013,0.18076666666666696,0.17515000000000036,1.8456000000000046,134.07560000000004,0.8220833333333329,4.705766666666666,1.0668500000000012,1.2348166666666647,0.3401999999999994,0.30550000000000005,10.695183333333333,0.3026166666666666,1.2442166666666676,1.5285166666666672,0.5255833333333323,1.1940166666666663,1.944816666666668,0.6066500000000007,0.09713333333333345,0.2003166666666664,2.4613166666666664,15.326600000000008,3.831799999999999,2.177266666666668,24.320733333333333,,,1.493933333333332,1.4206833333333388,0.31528333333333336,2.048083333333333
2020-01-14,0.2213166666666672,0.1809666666666665,0.1083333333333331,,0.26936666666666714,0.36701666666666927,0.7145999999999996,0.9512999999999986,0.735816666666666,0.7604499999999987,0.23401666666666662,6.312699999999988,28.155999999999995,0.1544166666666665,0.4241166666666653,0.10544999999999997,0.15639999999999907,7.533733333333335,0.3824999999999991,0.38108333333333394,0.19028333333333394,17.021366666666683,1.9856333333333254,0.33725000000000094,0.23928333333333343,3.1999000000000066,1.3047500000000032,0.1652499999999999,0.1266999999999999,5.467666666666666,5.185300000000012,1.048683333333334,0.42734999999999995,5.684483333333337,0.26690000000000086,0.1850000000000002,0.30148333333333294,0.13956666666666676,0.5833999999999975,0.1768666666666666,2.2654666666666734,0.1269500000000002,0.47911666666666736,1.3321000000000016,7.103133333333328,0.7148333333333324,3.831183333333333,0.9707000000000008,3.6443666666666608,0.24753333333333316,2.433883333333327,0.2785999999999997,0.9960500000000039,1.0416666666666667,8.756800000000007,4.194183333333328,11.828366666666676,0.9583333333333321,0.22119999999999992,0.033666666666666435,0.04128333333333275,0.1611333333333335,0.147216666666667,0.4964166666666661,0.15103333333333246,0.2607500000000004,0.11453333333333286,0.23240000000000016,0.29263333333333347,0.06815,0.19908333333333358,0.134766666666667,0.2372999999999994,0.06580000000000001,0.11183333333333323,0.0939333333333332,0.16206666666666733,0.1634500000000004,1.9139500000000045,128.6308833333334,0.6850666666666664,5.075866666666665,1.1326166666666673,1.1048333333333293,0.3587499999999994,0.29821666666666663,10.378283333333338,0.252183333333333,1.1243000000000016,1.165183333333334,0.5640666666666654,1.1237833333333331,1.8892500000000017,0.6195333333333343,0.08571666666666673,0.1748999999999996,2.6294166666666663,17.464250000000003,3.325716666666665,1.8456333333333343,24.87663333333334,,,1.372416666666665,1.651083333333337,0.2890166666666669,1.890533333333335
2020-01-15,0.21958333333333435,0.13920000000000007,0.09833333333333301,,0.26936666666666714,0.3842166666666695,0.6616666666666665,0.9248666666666642,0.762099999999999,0.6653999999999982,0.24034999999999998,5.618983333333328,27.781583333333327,0.1275499999999997,0.4241166666666653,0.11298333333333321,0.14959999999999893,6.862416666666671,0.4026333333333329,0.3698666666666674,0.17300000000000124,15.755316666666696,2.0457999999999905,0.3668333333333346,0.23331666666666648,3.0544500000000077,1.056833333333337,0.15214999999999992,0.11463333333333321,4.374133333333336,5.4816000000000145,0.8580166666666678,0.3673666666666661,4.650933333333332,0.2906333333333346,0.17266666666666688,0.28713333333333263,0.13955000000000015,0.5139499999999977,0.17686666666666598,2.2654666666666685,0.11013333333333349,0.5110666666666669,1.2813666666666659,6.537383333333324,0.6314333333333325,3.5525499999999988,0.994750000000001,3.943083333333329,0.2402500000000002,2.15861666666666,0.28743333333333315,0.9296500000000023,1.008333333333334,8.697616666666685,3.844683333333331,10.09908333333334,0.8416666666666662,0.23544999999999985,0.03449999999999975,0.04421666666666605,0.1560833333333337,0.15421666666666697,0.5032999999999994,0.16916666666666616,0.2752333333333337,0.11453333333333345,0.24228333333333354,0.29263333333333347,0.07066666666666659,0.20985,0.1460000000000002,0.2616499999999995,0.0712833333333333,0.11879999999999995,0.0939333333333332,0.1682833333333337,0.15176666666666705,2.2557166666666717,136.11733333333336,0.5696999999999998,5.022983333333329,1.2056833333333354,0.9748499999999964,0.37111666666666626,0.28660000000000013,11.01206666666667,0.20894999999999975,0.9894000000000011,1.152633333333333,0.5768833333333324,1.018433333333333,1.6669833333333344,0.5937166666666679,0.08571666666666673,0.1659166666666665,3.5178833333333324,17.46426666666667,2.602749999999998,1.4418833333333343,24.042766666666676,,,1.265199999999999,1.7278833333333334,0.27590000000000003,1.9430500000000042
2020-01-16,0.2005666666666682,0.11563333333333385,0.0916666666666665,,0.27508333333333407,0.3440666666666689,0.7278499999999989,0.8191666666666654,0.7226833333333325,0.5974999999999989,0.208733333333333,6.520799999999999,26.35879999999999,0.12081666666666606,0.358866666666664,0.11298333333333292,0.1427999999999988,7.011600000000006,0.3489499999999997,0.32503333333333373,0.14993333333333503,13.363883333333357,2.226316666666657,0.3609166666666681,0.21534999999999963,3.199900000000009,0.8219833333333355,0.1351,0.11463333333333352,3.6815666666666687,5.7779166666666795,0.8035333333333353,0.3523666666666661,3.9865166666666596,0.2728500000000012,0.1541666666666671,0.2512333333333328,0.13956666666666706,0.4444999999999979,0.21476666666666588,2.1549499999999995,0.09178333333333348,0.49510000000000015,1.4082333333333352,6.474533333333322,0.6076166666666651,3.5525499999999988,0.9145166666666675,3.5248999999999975,0.22570000000000037,1.883349999999993,0.2358333333333332,0.9296666666666672,0.9166666666666679,8.224283333333346,3.902949999999995,8.577300000000008,0.7583333333333329,0.21403333333333308,0.032033333333333136,0.0427499999999994,0.15105,0.15420000000000003,0.4963999999999989,0.15103333333333305,0.26800000000000007,0.10850000000000086,0.22249999999999956,0.2739333333333338,0.06309999999999978,0.21523333333333325,0.1291499999999998,0.24948333333333275,0.0712833333333333,0.10481666666666663,0.08806666666666658,0.1620500000000001,0.11090000000000029,2.2557000000000045,135.43675,0.46153333333333296,4.547116666666663,1.234900000000002,0.9098666666666636,0.3401999999999994,0.25023333333333353,12.913433333333339,0.1801166666666667,0.8095166666666683,1.2904666666666647,0.5384333333333338,0.8896500000000008,1.5002833333333332,0.5808000000000012,0.08000000000000007,0.14796666666666644,3.613933333333333,18.270933333333335,2.3858666666666672,1.0093166666666658,24.598683333333344,,,1.2580666666666656,1.8046999999999969,0.22334999999999994,1.7855000000000036
2020-01-17,0.17288333333333425,0.09635000000000045,0.07666666666666622,,0.26936666666666714,0.3383333333333359,0.6352166666666648,0.7398999999999987,0.6701333333333324,0.5431833333333339,0.1897499999999995,5.549616666666661,22.240216666666658,0.10739999999999957,0.31971666666666465,0.11298333333333292,0.12239999999999895,7.757500000000003,0.2885499999999996,0.33623333333333366,0.14993333333333503,13.785900000000007,2.286483333333327,0.4082666666666685,0.19141666666666612,2.9089833333333437,0.9785500000000008,0.11673333333333351,0.09653333333333365,3.590433333333337,5.111233333333341,0.8035333333333353,0.3598666666666664,4.134166666666658,0.24913333333333476,0.14491666666666733,0.22251666666666678,0.15776666666666697,0.5000666666666653,0.22108333333333263,1.9891833333333295,0.08260000000000008,0.5110833333333336,1.547783333333335,7.040266666666658,0.536133333333332,3.134599999999999,0.8904666666666673,3.465149999999999,0.2329666666666673,1.7529833333333282,0.22109999999999985,0.9296666666666672,0.8083333333333348,8.342616666666686,4.3107333333333315,8.577316666666675,0.7000000000000005,0.19261666666666657,0.02874999999999983,0.04126666666666612,0.1208499999999999,0.12614999999999998,0.4343333333333324,0.13894999999999946,0.25351666666666733,0.09643333333333477,0.22251666666666617,0.26770000000000077,0.05803333333333308,0.21524999999999986,0.1179166666666666,0.24948333333333217,0.06580000000000001,0.1048,0.08219999999999968,0.16828333333333312,0.11673333333333365,2.187333333333337,136.79793333333336,0.4254833333333323,4.018383333333328,1.264133333333336,0.8448833333333307,0.34638333333333254,0.2546000000000002,13.864100000000008,0.17290000000000028,0.8844833333333355,1.0649499999999985,0.5384333333333325,0.8076833333333345,1.5002833333333356,0.5937000000000019,0.06856666666666673,0.1345166666666664,3.241733333333334,18.996916666666674,2.3858833333333345,0.8795499999999995,18.900683333333347,,,1.279533333333332,1.881499999999993,0.22334999999999994,1.6279500000000031
2020-01-20,0.16770000000000054,0.0813666666666671,0.07666666666666651,,0.2693500000000005,0.3268666666666687,0.5558166666666651,0.7134833333333314,0.617566666666665,0.5431833333333339,0.18973333333333228,4.99466666666666,19.469549999999998,0.09398333333333309,0.31319999999999953,0.10544999999999967,0.10879999999999927,8.950966666666668,0.2684000000000009,0.3250166666666671,0.17300000000000182,14.629916666666682,2.226316666666657,0.4082833333333357,0.17944999999999953,2.6180833333333404,0.900266666666667,0.1049166666666667,0.10256666666666685,3.353500000000004,4.7408500000000044,0.7626833333333352,0.32236666666666675,3.6912333333333245,0.261000000000001,0.13875000000000082,0.20816666666666647,0.16385000000000036,0.5556333333333328,0.18949999999999947,1.7681666666666633,0.07646666666666684,0.5350500000000006,1.4590000000000007,7.103133333333328,0.45273333333333216,2.995283333333333,0.8904666666666673,3.4054,0.232966666666667,1.7239999999999966,0.22108333333333322,0.9296666666666672,1.0166666666666682,7.159266666666686,4.485483333333335,7.608916666666673,0.6833333333333336,0.17833333333333337,0.03449999999999983,0.03979999999999961,0.12589999999999968,0.12614999999999998,0.35848333333333393,0.15104999999999968,0.20281666666666767,0.10848333333333453,0.1879166666666663,0.2677000000000002,0.04668333333333304,0.2206333333333331,0.1235333333333332,0.2616666666666661,0.0712833333333333,0.11178333333333335,0.08808333333333322,0.1745000000000001,0.14010000000000034,2.3240500000000046,113.65798333333328,0.36781666666666507,3.7011333333333263,1.2933500000000013,0.8448833333333307,0.3463833333333331,0.2473166666666667,13.15106666666667,0.20893333333333372,0.7795500000000016,0.9647166666666654,0.4871666666666658,0.7725666666666674,1.3891500000000032,0.6066166666666687,0.0800166666666667,0.16738333333333313,3.0736333333333334,17.544933333333336,2.1689833333333346,0.9083833333333331,17.094000000000012,,,1.1437166666666638,1.9583166666666567,0.19706666666666628,1.6279500000000031
2020-01-30,0.33195000000000024,0.2451833333333333,0.15999999999999984,,0.5673666666666671,0.7225500000000024,0.9263833333333326,1.5986999999999985,0.9986166666666646,0.9369833333333375,0.32888333333333186,7.283899999999998,19.993733333333335,0.21486666666666654,0.4893833333333326,0.23348333333333335,0.23121666666666604,10.591983333333332,0.6039166666666667,0.6052166666666666,0.3113666666666675,21.38220000000003,4.753466666666658,0.8757333333333351,0.29309999999999964,3.563500000000007,1.9571333333333338,0.20851666666666668,0.18703333333333352,4.319466666666668,6.740900000000001,1.1508166666666682,0.5472999999999999,5.5368333333333295,0.4864000000000009,0.3206500000000008,0.44505000000000017,0.32163333333333366,1.333516666666667,0.2526666666666664,3.370533333333327,0.18970000000000006,0.7506500000000003,1.814233333333334,7.6059999999999945,0.7624833333333333,4.109816666666667,1.0669500000000003,6.0341666666666685,0.3494500000000003,2.404899999999998,0.3080499999999997,0.9296666666666648,1.275000000000001,9.940150000000008,5.009750000000001,8.923166666666669,1.0666666666666675,0.33528333333333354,0.07556666666666656,0.16369999999999982,0.24674999999999989,0.2803166666666665,0.6411333333333337,0.24168333333333317,0.36941666666666784,0.19888333333333463,0.3857499999999998,0.4793666666666668,0.10851666666666644,0.30134999999999995,0.2526833333333333,0.3042499999999997,0.12063333333333315,0.1746833333333333,0.15269999999999997,0.24928333333333322,0.23351666666666718,3.759516666666675,132.03381666666655,0.8437499999999994,4.811483333333328,1.7244666666666681,0.8448666666666634,0.6061499999999995,0.3054999999999999,13.547199999999998,0.4179000000000001,1.4541666666666682,1.465883333333333,0.6281833333333336,1.1354499999999998,2.6116000000000006,0.8389333333333356,0.1657666666666667,0.23763333333333314,3.541866666666666,16.738266666666675,3.3257500000000015,1.7879333333333325,17.927850000000017,,,1.386766666666664,1.766333333333326,0.6634166666666665,3.150883333333335
2020-01-31,0.3525333333333336,0.26768333333333355,0.1783333333333331,,0.6189500000000004,0.8028500000000017,1.0719666666666658,1.7704499999999992,1.1168833333333315,1.0320333333333356,0.3604999999999989,7.838850000000008,23.363483333333335,0.24844999999999975,0.4828500000000003,0.24855000000000013,0.258416666666666,10.741166666666667,0.7045666666666671,0.6052166666666666,0.3574833333333339,22.22625000000002,5.174649999999995,1.1360833333333364,0.2990833333333332,3.999833333333337,2.191983333333333,0.22556666666666678,0.1991000000000005,3.827383333333335,7.111283333333328,1.2733666666666672,0.6822499999999995,5.684483333333328,0.5101166666666673,0.3638166666666673,0.4594166666666677,0.3701833333333336,1.4168500000000002,0.27793333333333275,3.536299999999997,0.21263333333333337,0.8065333333333337,2.1567833333333346,7.9202999999999975,0.8220499999999996,4.8760666666666665,1.2755333333333336,6.810850000000002,0.4222500000000003,2.6077000000000012,0.3448999999999997,0.9296666666666648,1.383333333333334,9.821816666666669,5.76703333333334,8.784833333333333,1.1500000000000021,0.3566833333333334,0.1002,0.16959999999999983,0.2769666666666663,0.29433333333333334,0.7031833333333329,0.2598166666666666,0.39115000000000083,0.22298333333333442,0.44510000000000005,0.5042666666666668,0.12366666666666652,0.31209999999999916,0.2919833333333332,0.3590000000000006,0.13160000000000002,0.18026666666666666,0.17035,0.26796666666666624,0.2627166666666672,3.896233333333342,126.58913333333324,1.1898833333333332,4.494249999999994,1.9583000000000024,0.9098499999999964,0.655633333333333,0.3229833333333332,14.973233333333331,0.4611166666666673,1.5965666666666678,1.5535833333333322,0.6409833333333333,1.2524999999999988,2.7782999999999993,0.8454000000000015,0.20005000000000006,0.27349999999999985,3.9620833333333323,15.528283333333349,3.470350000000001,1.8167666666666662,19.873516666666678,,,1.7298666666666638,2.2654999999999936,0.7225333333333334,3.938600000000003
